TIME,year,month,T#AT#apples_golden,T#CZ#apples_golden,T#ES#apples_golden,T#FR#apples_golden,T#IT#apples_golden,C#BEL#inflazione,C#ITA#inflazione,C#DEU#inflazione,C#FRA#inflazione,C#ESP#inflazione,C#IRL#inflazione,C#BEL#gdp,C#ITA#gdp,C#DEU#gdp,C#FRA#gdp,C#ESP#gdp,C#IRL#gdp
2010-11-01,2010,11,59.61,53.12,51.86,68.97,68.21,2.19,1.53,1.1,1.53,1.8,-0.92,44184.95,36035.64,41572.46,40676.06,30532.48,48663.6
2010-11-08,2010,11,60.92,53.48,51.36,68.97,68.57,2.19,1.53,1.1,1.53,1.8,-0.92,44184.95,36035.64,41572.46,40676.06,30532.48,48663.6
2010-11-15,2010,11,62.53,53.68,51.48,68.46,68.93,2.19,1.53,1.1,1.53,1.8,-0.92,44184.95,36035.64,41572.46,40676.06,30532.48,48663.6
2010-11-22,2010,11,62.98,54.31,51.28,67.61,69.29,2.19,1.53,1.1,1.53,1.8,-0.92,44184.95,36035.64,41572.46,40676.06,30532.48,48663.6
2010-11-29,2010,11,63.02,54.76,51.32,66.54,69.64,2.19,1.53,1.1,1.53,1.8,-0.92,44184.95,36035.64,41572.46,40676.06,30532.48,48663.6
2010-12-06,2010,12,61.84,54.94,51.3,65.93,70.0,2.19,1.53,1.1,1.53,1.8,-0.92,44184.95,36035.64,41572.46,40676.06,30532.48,48663.6
2010-12-13,2010,12,60.69,54.99,51.07,65.62,70.0,2.19,1.53,1.1,1.53,1.8,-0.92,44184.95,36035.64,41572.46,40676.06,30532.48,48663.6
2010-12-20,2010,12,60.57,,,64.48,,2.19,1.53,1.1,1.53,1.8,-0.92,44184.95,36035.64,41572.46,40676.06,30532.48,48663.6
2010-12-27,2010,12,59.26,,,63.33,,2.19,1.53,1.1,1.53,1.8,-0.92,44184.95,36035.64,41572.46,40676.06,30532.48,48663.6
2011-01-03,2011,1,57.88,,,62.52,,,,,,,,,,,,,
2011-01-10,2011,1,58.06,,,62.26,,,,,,,,,,,,,
2011-01-17,2011,1,58.75,,,61.95,,,,,,,,,,,,,
2011-01-24,2011,1,59.16,,,61.52,,2.96,2.24,1.66,1.86,2.6,1.07,46028.16,37529.36,44505.85,42487.72,31187.01,50695.66
2011-01-31,2011,1,59.28,,,61.36,,3.15,2.42,1.8,1.95,2.8,1.56,46488.96,37902.78,45239.2,42940.64,31350.64,51203.68
2011-02-07,2011,2,59.2,,,60.93,,3.34,2.6,1.94,2.03,3.0,2.06,46949.76,38276.21,45972.55,43393.55,31514.27,51711.69
2011-02-14,2011,2,60.12,57.04,48.08,60.5,70.0,3.53,2.78,2.08,2.11,3.2,2.56,47410.57,38649.64,46705.9,43846.47,31677.9,52219.71
2011-02-21,2011,2,60.77,57.15,48.11,60.69,70.0,3.53,2.78,2.08,2.11,3.2,2.56,47410.57,38649.64,46705.9,43846.47,31677.9,52219.71
2011-02-28,2011,2,60.55,57.26,48.39,61.02,70.0,3.53,2.78,2.08,2.11,3.2,2.56,47410.57,38649.64,46705.9,43846.47,31677.9,52219.71
2011-03-07,2011,3,59.78,,48.24,61.64,70.0,3.53,2.78,2.08,2.11,3.2,2.56,47410.57,38649.64,46705.9,43846.47,31677.9,52219.71
2011-03-14,2011,3,58.88,,48.74,62.36,70.0,3.53,2.78,2.08,2.11,3.2,2.56,47410.57,38649.64,46705.9,43846.47,31677.9,52219.71
2011-03-21,2011,3,58.41,,,63.24,70.0,3.53,2.78,2.08,2.11,3.2,2.56,47410.57,38649.64,46705.9,43846.47,31677.9,52219.71
2011-03-28,2011,3,57.88,,,64.52,70.0,3.53,2.78,2.08,2.11,3.2,2.56,47410.57,38649.64,46705.9,43846.47,31677.9,52219.71
2011-04-04,2011,4,57.66,,,65.95,70.0,3.53,2.78,2.08,2.11,3.2,2.56,47410.57,38649.64,46705.9,43846.47,31677.9,52219.71
2011-04-11,2011,4,57.96,,,66.43,,3.53,2.78,2.08,2.11,3.2,2.56,47410.57,38649.64,46705.9,43846.47,31677.9,52219.71
2011-04-18,2011,4,58.39,,,66.71,,3.53,2.78,2.08,2.11,3.2,2.56,47410.57,38649.64,46705.9,43846.47,31677.9,52219.71
2011-04-25,2011,4,58.98,57.0,,67.0,,3.53,2.78,2.08,2.11,3.2,2.56,47410.57,38649.64,46705.9,43846.47,31677.9,52219.71
2011-05-02,2011,5,59.86,57.01,,67.29,,3.53,2.78,2.08,2.11,3.2,2.56,47410.57,38649.64,46705.9,43846.47,31677.9,52219.71
2011-05-09,2011,5,60.78,57.09,49.76,67.1,,3.53,2.78,2.08,2.11,3.2,2.56,47410.57,38649.64,46705.9,43846.47,31677.9,52219.71
2011-05-16,2011,5,61.88,56.24,49.88,66.67,,3.53,2.78,2.08,2.11,3.2,2.56,47410.57,38649.64,46705.9,43846.47,31677.9,52219.71
2011-05-23,2011,5,62.92,55.27,49.82,66.1,,3.53,2.78,2.08,2.11,3.2,2.56,47410.57,38649.64,46705.9,43846.47,31677.9,52219.71
2011-05-30,2011,5,63.86,54.93,49.92,65.86,70.0,3.53,2.78,2.08,2.11,3.2,2.56,47410.57,38649.64,46705.9,43846.47,31677.9,52219.71
2011-06-06,2011,6,64.94,,50.22,65.81,70.0,3.53,2.78,2.08,2.11,3.2,2.56,47410.57,38649.64,46705.9,43846.47,31677.9,52219.71
2011-06-13,2011,6,66.0,,50.33,65.95,70.0,3.53,2.78,2.08,2.11,3.2,2.56,47410.57,38649.64,46705.9,43846.47,31677.9,52219.71
2011-06-20,2011,6,67.0,,50.22,66.1,70.0,3.53,2.78,2.08,2.11,3.2,2.56,47410.57,38649.64,46705.9,43846.47,31677.9,52219.71
2011-06-27,2011,6,67.75,,50.73,66.48,70.0,3.53,2.78,2.08,2.11,3.2,2.56,47410.57,38649.64,46705.9,43846.47,31677.9,52219.71
2011-07-04,2011,7,68.24,,50.83,67.19,70.21,3.53,2.78,2.08,2.11,3.2,2.56,47410.57,38649.64,46705.9,43846.47,31677.9,52219.71
2011-07-11,2011,7,68.51,,51.64,,70.43,3.53,2.78,2.08,2.11,3.2,2.56,47410.57,38649.64,46705.9,43846.47,31677.9,52219.71
2011-07-18,2011,7,68.57,,51.96,,70.64,3.53,2.78,2.08,2.11,3.2,2.56,47410.57,38649.64,46705.9,43846.47,31677.9,52219.71
2011-07-25,2011,7,68.41,,51.96,,71.07,3.53,2.78,2.08,2.11,3.2,2.56,47410.57,38649.64,46705.9,43846.47,31677.9,52219.71
2011-08-01,2011,8,68.29,,52.24,,,3.53,2.78,2.08,2.11,3.2,2.56,47410.57,38649.64,46705.9,43846.47,31677.9,52219.71
2011-08-08,2011,8,68.37,,53.22,,,3.53,2.78,2.08,2.11,3.2,2.56,47410.57,38649.64,46705.9,43846.47,31677.9,52219.71
2011-08-15,2011,8,68.43,,53.25,,,3.53,2.78,2.08,2.11,3.2,2.56,47410.57,38649.64,46705.9,43846.47,31677.9,52219.71
2011-08-22,2011,8,68.43,,54.32,,,3.53,2.78,2.08,2.11,3.2,2.56,47410.57,38649.64,46705.9,43846.47,31677.9,52219.71
2011-08-29,2011,8,68.51,,54.88,,,3.53,2.78,2.08,2.11,3.2,2.56,47410.57,38649.64,46705.9,43846.47,31677.9,52219.71
2011-09-05,2011,9,68.57,,55.84,,,3.53,2.78,2.08,2.11,3.2,2.56,47410.57,38649.64,46705.9,43846.47,31677.9,52219.71
2011-09-12,2011,9,68.33,,55.79,,,3.53,2.78,2.08,2.11,3.2,2.56,47410.57,38649.64,46705.9,43846.47,31677.9,52219.71
2011-09-19,2011,9,68.47,,55.49,,,3.53,2.78,2.08,2.11,3.2,2.56,47410.57,38649.64,46705.9,43846.47,31677.9,52219.71
2011-09-26,2011,9,68.55,,54.72,,,3.53,2.78,2.08,2.11,3.2,2.56,47410.57,38649.64,46705.9,43846.47,31677.9,52219.71
2011-10-03,2011,10,,,54.77,,,3.53,2.78,2.08,2.11,3.2,2.56,47410.57,38649.64,46705.9,43846.47,31677.9,52219.71
2011-10-10,2011,10,,,53.91,,,3.53,2.78,2.08,2.11,3.2,2.56,47410.57,38649.64,46705.9,43846.47,31677.9,52219.71
2011-10-17,2011,10,,,52.77,,65.43,3.53,2.78,2.08,2.11,3.2,2.56,47410.57,38649.64,46705.9,43846.47,31677.9,52219.71
2011-10-24,2011,10,,53.1,51.94,,65.5,3.53,2.78,2.08,2.11,3.2,2.56,47410.57,38649.64,46705.9,43846.47,31677.9,52219.71
2011-10-31,2011,10,63.1,53.55,52.51,,65.5,3.53,2.78,2.08,2.11,3.2,2.56,47410.57,38649.64,46705.9,43846.47,31677.9,52219.71
2011-11-07,2011,11,61.14,53.48,52.63,,65.5,3.53,2.78,2.08,2.11,3.2,2.56,47410.57,38649.64,46705.9,43846.47,31677.9,52219.71
2011-11-14,2011,11,58.55,52.79,53.15,,65.57,3.53,2.78,2.08,2.11,3.2,2.56,47410.57,38649.64,46705.9,43846.47,31677.9,52219.71
2011-11-21,2011,11,56.76,52.4,53.28,,65.57,3.53,2.78,2.08,2.11,3.2,2.56,47410.57,38649.64,46705.9,43846.47,31677.9,52219.71
2011-11-28,2011,11,55.41,51.57,53.51,,65.57,3.53,2.78,2.08,2.11,3.2,2.56,47410.57,38649.64,46705.9,43846.47,31677.9,52219.71
2011-12-05,2011,12,54.12,50.82,54.05,65.48,65.5,3.53,2.78,2.08,2.11,3.2,2.56,47410.57,38649.64,46705.9,43846.47,31677.9,52219.71
2011-12-12,2011,12,53.41,49.95,54.3,65.76,65.5,3.53,2.78,2.08,2.11,3.2,2.56,47410.57,38649.64,46705.9,43846.47,31677.9,52219.71
2011-12-19,2011,12,52.63,,53.59,65.67,,3.53,2.78,2.08,2.11,3.2,2.56,47410.57,38649.64,46705.9,43846.47,31677.9,52219.71
2011-12-26,2011,12,52.06,,53.51,65.52,,3.53,2.78,2.08,2.11,3.2,2.56,47410.57,38649.64,46705.9,43846.47,31677.9,52219.71
2012-01-02,2012,1,52.16,,53.37,65.52,,,,,,,,,,,,,
2012-01-09,2012,1,52.28,,53.14,65.52,,,,,,,,,,,,,
2012-01-16,2012,1,52.2,,53.09,65.43,,,,,,,,,,,,,
2012-01-23,2012,1,51.9,,53.01,65.29,,3.14,2.93,2.04,2.02,2.77,2.07,45844.85,36593.57,45077.3,42146.12,29760.78,50347.77
2012-01-30,2012,1,51.06,,,65.14,,3.04,2.97,2.03,2.0,2.66,1.94,45453.42,36079.56,44670.15,41721.03,29281.5,49879.79
2012-02-06,2012,2,50.16,,,65.0,65.57,2.94,3.0,2.02,1.98,2.55,1.82,45061.99,35565.54,44263.0,41295.94,28802.23,49411.8
2012-02-13,2012,2,49.86,47.48,,65.16,65.57,2.84,3.04,2.01,1.95,2.45,1.7,44670.56,35051.52,43855.85,40870.85,28322.95,48943.82
2012-02-20,2012,2,49.77,47.51,,65.16,65.21,2.84,3.04,2.01,1.95,2.45,1.7,44670.56,35051.52,43855.85,40870.85,28322.95,48943.82
2012-02-27,2012,2,49.63,47.27,,65.16,64.86,2.84,3.04,2.01,1.95,2.45,1.7,44670.56,35051.52,43855.85,40870.85,28322.95,48943.82
2012-03-05,2012,3,49.57,47.12,,65.16,64.5,2.84,3.04,2.01,1.95,2.45,1.7,44670.56,35051.52,43855.85,40870.85,28322.95,48943.82
2012-03-12,2012,3,49.65,47.2,,65.16,64.14,2.84,3.04,2.01,1.95,2.45,1.7,44670.56,35051.52,43855.85,40870.85,28322.95,48943.82
2012-03-19,2012,3,50.28,47.23,52.62,65.16,63.71,2.84,3.04,2.01,1.95,2.45,1.7,44670.56,35051.52,43855.85,40870.85,28322.95,48943.82
2012-03-26,2012,3,50.79,46.99,52.84,65.16,63.36,2.84,3.04,2.01,1.95,2.45,1.7,44670.56,35051.52,43855.85,40870.85,28322.95,48943.82
2012-04-02,2012,4,50.61,46.99,52.68,,63.0,2.84,3.04,2.01,1.95,2.45,1.7,44670.56,35051.52,43855.85,40870.85,28322.95,48943.82
2012-04-09,2012,4,50.18,47.06,52.62,64.95,63.0,2.84,3.04,2.01,1.95,2.45,1.7,44670.56,35051.52,43855.85,40870.85,28322.95,48943.82
2012-04-16,2012,4,50.08,47.24,52.48,64.91,63.0,2.84,3.04,2.01,1.95,2.45,1.7,44670.56,35051.52,43855.85,40870.85,28322.95,48943.82
2012-04-23,2012,4,49.9,47.32,52.59,64.81,63.36,2.84,3.04,2.01,1.95,2.45,1.7,44670.56,35051.52,43855.85,40870.85,28322.95,48943.82
2012-04-30,2012,4,49.63,47.17,52.69,64.81,64.07,2.84,3.04,2.01,1.95,2.45,1.7,44670.56,35051.52,43855.85,40870.85,28322.95,48943.82
2012-05-07,2012,5,49.0,46.91,52.0,65.14,64.79,2.84,3.04,2.01,1.95,2.45,1.7,44670.56,35051.52,43855.85,40870.85,28322.95,48943.82
2012-05-14,2012,5,48.49,46.78,51.45,65.71,65.71,2.84,3.04,2.01,1.95,2.45,1.7,44670.56,35051.52,43855.85,40870.85,28322.95,48943.82
2012-05-21,2012,5,48.51,46.6,51.12,,66.64,2.84,3.04,2.01,1.95,2.45,1.7,44670.56,35051.52,43855.85,40870.85,28322.95,48943.82
2012-05-28,2012,5,48.65,47.23,50.98,,67.57,2.84,3.04,2.01,1.95,2.45,1.7,44670.56,35051.52,43855.85,40870.85,28322.95,48943.82
2012-06-04,2012,6,48.88,,50.81,68.0,68.5,2.84,3.04,2.01,1.95,2.45,1.7,44670.56,35051.52,43855.85,40870.85,28322.95,48943.82
2012-06-11,2012,6,49.49,,50.65,69.57,69.07,2.84,3.04,2.01,1.95,2.45,1.7,44670.56,35051.52,43855.85,40870.85,28322.95,48943.82
2012-06-18,2012,6,50.26,,50.25,71.09,69.21,2.84,3.04,2.01,1.95,2.45,1.7,44670.56,35051.52,43855.85,40870.85,28322.95,48943.82
2012-06-25,2012,6,51.22,,50.76,72.19,69.51,2.84,3.04,2.01,1.95,2.45,1.7,44670.56,35051.52,43855.85,40870.85,28322.95,48943.82
2012-07-02,2012,7,52.28,,50.99,73.05,69.51,2.84,3.04,2.01,1.95,2.45,1.7,44670.56,35051.52,43855.85,40870.85,28322.95,48943.82
2012-07-09,2012,7,53.28,,51.13,73.86,69.51,2.84,3.04,2.01,1.95,2.45,1.7,44670.56,35051.52,43855.85,40870.85,28322.95,48943.82
2012-07-23,2012,7,54.14,,50.99,,,2.84,3.04,2.01,1.95,2.45,1.7,44670.56,35051.52,43855.85,40870.85,28322.95,48943.82
2012-07-30,2012,7,54.92,,51.05,,,2.84,3.04,2.01,1.95,2.45,1.7,44670.56,35051.52,43855.85,40870.85,28322.95,48943.82
2012-08-06,2012,8,55.47,,50.99,,,2.84,3.04,2.01,1.95,2.45,1.7,44670.56,35051.52,43855.85,40870.85,28322.95,48943.82
2012-08-13,2012,8,55.82,,51.29,,,2.84,3.04,2.01,1.95,2.45,1.7,44670.56,35051.52,43855.85,40870.85,28322.95,48943.82
2012-08-20,2012,8,56.1,,51.37,,,2.84,3.04,2.01,1.95,2.45,1.7,44670.56,35051.52,43855.85,40870.85,28322.95,48943.82
2012-08-27,2012,8,56.39,,51.3,,,2.84,3.04,2.01,1.95,2.45,1.7,44670.56,35051.52,43855.85,40870.85,28322.95,48943.82
2012-09-03,2012,9,56.59,,51.65,,,2.84,3.04,2.01,1.95,2.45,1.7,44670.56,35051.52,43855.85,40870.85,28322.95,48943.82
2012-09-10,2012,9,56.71,,,,,2.84,3.04,2.01,1.95,2.45,1.7,44670.56,35051.52,43855.85,40870.85,28322.95,48943.82
2012-09-17,2012,9,56.96,,,,,2.84,3.04,2.01,1.95,2.45,1.7,44670.56,35051.52,43855.85,40870.85,28322.95,48943.82
2012-09-24,2012,9,57.22,,,,,2.84,3.04,2.01,1.95,2.45,1.7,44670.56,35051.52,43855.85,40870.85,28322.95,48943.82
2012-10-01,2012,10,57.61,,56.73,,,2.84,3.04,2.01,1.95,2.45,1.7,44670.56,35051.52,43855.85,40870.85,28322.95,48943.82
2012-10-08,2012,10,58.51,,58.09,,,2.84,3.04,2.01,1.95,2.45,1.7,44670.56,35051.52,43855.85,40870.85,28322.95,48943.82
2012-10-15,2012,10,60.06,,59.28,,,2.84,3.04,2.01,1.95,2.45,1.7,44670.56,35051.52,43855.85,40870.85,28322.95,48943.82
2012-10-22,2012,10,62.08,53.95,60.13,,76.5,2.84,3.04,2.01,1.95,2.45,1.7,44670.56,35051.52,43855.85,40870.85,28322.95,48943.82
2012-10-29,2012,10,64.39,53.01,60.47,,76.5,2.84,3.04,2.01,1.95,2.45,1.7,44670.56,35051.52,43855.85,40870.85,28322.95,48943.82
2012-11-05,2012,11,66.57,52.14,60.36,92.4,76.5,2.84,3.04,2.01,1.95,2.45,1.7,44670.56,35051.52,43855.85,40870.85,28322.95,48943.82
2012-11-12,2012,11,68.73,51.71,60.71,90.98,76.5,2.84,3.04,2.01,1.95,2.45,1.7,44670.56,35051.52,43855.85,40870.85,28322.95,48943.82
2012-11-19,2012,11,70.94,51.2,60.82,89.98,76.5,2.84,3.04,2.01,1.95,2.45,1.7,44670.56,35051.52,43855.85,40870.85,28322.95,48943.82
2012-11-26,2012,11,72.51,50.7,60.86,89.26,76.71,2.84,3.04,2.01,1.95,2.45,1.7,44670.56,35051.52,43855.85,40870.85,28322.95,48943.82
2012-12-03,2012,12,72.92,50.25,61.26,90.09,76.71,2.84,3.04,2.01,1.95,2.45,1.7,44670.56,35051.52,43855.85,40870.85,28322.95,48943.82
2012-12-10,2012,12,72.78,49.69,61.69,89.71,76.71,2.84,3.04,2.01,1.95,2.45,1.7,44670.56,35051.52,43855.85,40870.85,28322.95,48943.82
2012-12-17,2012,12,72.55,49.37,62.03,89.33,,2.84,3.04,2.01,1.95,2.45,1.7,44670.56,35051.52,43855.85,40870.85,28322.95,48943.82
2012-12-24,2012,12,,,62.81,88.9,,2.84,3.04,2.01,1.95,2.45,1.7,44670.56,35051.52,43855.85,40870.85,28322.95,48943.82
2012-12-31,2012,12,,,,88.38,,2.84,3.04,2.01,1.95,2.45,1.7,44670.56,35051.52,43855.85,40870.85,28322.95,48943.82
2013-01-07,2013,1,,,,87.95,,,,,,,,,,,,,
2013-01-14,2013,1,,,,87.81,,,,,,,,,,,,,
2013-01-21,2013,1,,,,87.76,,,,,,,,,,,,,
2013-01-28,2013,1,,,,87.86,,1.85,2.0,1.72,1.33,1.85,1.02,45863.36,35342.13,45251.89,41860.49,28753.94,50402.76
2013-02-04,2013,2,,,,88.05,,1.61,1.74,1.65,1.18,1.71,0.85,46161.55,35414.78,45600.9,42107.9,28861.69,50767.49
2013-02-11,2013,2,70.35,48.19,,88.09,77.14,1.36,1.48,1.58,1.02,1.56,0.68,46459.75,35487.43,45949.91,42355.31,28969.43,51132.23
2013-02-18,2013,2,70.53,47.79,65.82,87.62,77.57,1.11,1.22,1.5,0.86,1.41,0.51,46757.95,35560.08,46298.92,42602.72,29077.18,51496.96
2013-02-25,2013,2,70.63,47.39,67.13,87.09,78.0,1.11,1.22,1.5,0.86,1.41,0.51,46757.95,35560.08,46298.92,42602.72,29077.18,51496.96
2013-03-04,2013,3,70.57,46.9,,,78.43,1.11,1.22,1.5,0.86,1.41,0.51,46757.95,35560.08,46298.92,42602.72,29077.18,51496.96
2013-03-11,2013,3,70.65,46.4,,,78.86,1.11,1.22,1.5,0.86,1.41,0.51,46757.95,35560.08,46298.92,42602.72,29077.18,51496.96
2013-03-18,2013,3,70.63,45.94,,85.48,79.07,1.11,1.22,1.5,0.86,1.41,0.51,46757.95,35560.08,46298.92,42602.72,29077.18,51496.96
2013-03-25,2013,3,70.82,45.65,,85.05,79.29,1.11,1.22,1.5,0.86,1.41,0.51,46757.95,35560.08,46298.92,42602.72,29077.18,51496.96
2013-04-01,2013,4,71.0,45.31,,84.86,79.5,1.11,1.22,1.5,0.86,1.41,0.51,46757.95,35560.08,46298.92,42602.72,29077.18,51496.96
2013-04-08,2013,4,70.67,45.98,,85.48,79.5,1.11,1.22,1.5,0.86,1.41,0.51,46757.95,35560.08,46298.92,42602.72,29077.18,51496.96
2013-04-15,2013,4,70.35,46.69,,86.05,79.5,1.11,1.22,1.5,0.86,1.41,0.51,46757.95,35560.08,46298.92,42602.72,29077.18,51496.96
2013-04-22,2013,4,70.2,47.61,75.49,86.52,79.5,1.11,1.22,1.5,0.86,1.41,0.51,46757.95,35560.08,46298.92,42602.72,29077.18,51496.96
2013-04-29,2013,4,69.98,48.63,75.97,87.0,79.5,1.11,1.22,1.5,0.86,1.41,0.51,46757.95,35560.08,46298.92,42602.72,29077.18,51496.96
2013-05-06,2013,5,69.78,,,87.14,79.5,1.11,1.22,1.5,0.86,1.41,0.51,46757.95,35560.08,46298.92,42602.72,29077.18,51496.96
2013-05-13,2013,5,69.63,,,87.86,80.36,1.11,1.22,1.5,0.86,1.41,0.51,46757.95,35560.08,46298.92,42602.72,29077.18,51496.96
2013-05-20,2013,5,69.0,,,89.57,,1.11,1.22,1.5,0.86,1.41,0.51,46757.95,35560.08,46298.92,42602.72,29077.18,51496.96
2013-05-27,2013,5,68.73,,,91.62,,1.11,1.22,1.5,0.86,1.41,0.51,46757.95,35560.08,46298.92,42602.72,29077.18,51496.96
2013-06-03,2013,6,69.02,,,94.0,,1.11,1.22,1.5,0.86,1.41,0.51,46757.95,35560.08,46298.92,42602.72,29077.18,51496.96
2013-06-10,2013,6,69.71,,,96.81,85.71,1.11,1.22,1.5,0.86,1.41,0.51,46757.95,35560.08,46298.92,42602.72,29077.18,51496.96
2013-06-17,2013,6,70.96,,,99.86,87.43,1.11,1.22,1.5,0.86,1.41,0.51,46757.95,35560.08,46298.92,42602.72,29077.18,51496.96
2013-06-24,2013,6,72.47,,86.42,,89.14,1.11,1.22,1.5,0.86,1.41,0.51,46757.95,35560.08,46298.92,42602.72,29077.18,51496.96
2013-07-01,2013,7,,,88.17,,90.5,1.11,1.22,1.5,0.86,1.41,0.51,46757.95,35560.08,46298.92,42602.72,29077.18,51496.96
2013-07-08,2013,7,76.57,,89.92,,91.86,1.11,1.22,1.5,0.86,1.41,0.51,46757.95,35560.08,46298.92,42602.72,29077.18,51496.96
2013-07-15,2013,7,78.84,,90.57,,93.57,1.11,1.22,1.5,0.86,1.41,0.51,46757.95,35560.08,46298.92,42602.72,29077.18,51496.96
2013-07-22,2013,7,80.55,,92.03,,94.93,1.11,1.22,1.5,0.86,1.41,0.51,46757.95,35560.08,46298.92,42602.72,29077.18,51496.96
2013-07-29,2013,7,81.94,,93.39,,,1.11,1.22,1.5,0.86,1.41,0.51,46757.95,35560.08,46298.92,42602.72,29077.18,51496.96
2013-08-05,2013,8,83.0,,94.45,,,1.11,1.22,1.5,0.86,1.41,0.51,46757.95,35560.08,46298.92,42602.72,29077.18,51496.96
2013-08-12,2013,8,84.16,,95.61,,,1.11,1.22,1.5,0.86,1.41,0.51,46757.95,35560.08,46298.92,42602.72,29077.18,51496.96
2013-08-19,2013,8,85.45,,,,,1.11,1.22,1.5,0.86,1.41,0.51,46757.95,35560.08,46298.92,42602.72,29077.18,51496.96
2013-08-26,2013,8,86.33,,,,,1.11,1.22,1.5,0.86,1.41,0.51,46757.95,35560.08,46298.92,42602.72,29077.18,51496.96
2013-09-02,2013,9,86.65,,,,,1.11,1.22,1.5,0.86,1.41,0.51,46757.95,35560.08,46298.92,42602.72,29077.18,51496.96
2013-09-09,2013,9,87.2,,,,,1.11,1.22,1.5,0.86,1.41,0.51,46757.95,35560.08,46298.92,42602.72,29077.18,51496.96
2013-09-16,2013,9,88.14,,,,,1.11,1.22,1.5,0.86,1.41,0.51,46757.95,35560.08,46298.92,42602.72,29077.18,51496.96
2013-09-23,2013,9,88.82,,,,,1.11,1.22,1.5,0.86,1.41,0.51,46757.95,35560.08,46298.92,42602.72,29077.18,51496.96
2013-09-30,2013,9,89.08,,,,,1.11,1.22,1.5,0.86,1.41,0.51,46757.95,35560.08,46298.92,42602.72,29077.18,51496.96
2013-10-07,2013,10,88.65,,,,,1.11,1.22,1.5,0.86,1.41,0.51,46757.95,35560.08,46298.92,42602.72,29077.18,51496.96
2013-10-14,2013,10,87.96,,,,,1.11,1.22,1.5,0.86,1.41,0.51,46757.95,35560.08,46298.92,42602.72,29077.18,51496.96
2013-10-21,2013,10,87.96,53.61,71.89,94.73,,1.11,1.22,1.5,0.86,1.41,0.51,46757.95,35560.08,46298.92,42602.72,29077.18,51496.96
2013-10-28,2013,10,87.74,52.73,69.96,90.88,81.29,1.11,1.22,1.5,0.86,1.41,0.51,46757.95,35560.08,46298.92,42602.72,29077.18,51496.96
2013-11-04,2013,11,87.1,52.09,69.29,87.95,81.5,1.11,1.22,1.5,0.86,1.41,0.51,46757.95,35560.08,46298.92,42602.72,29077.18,51496.96
2013-11-11,2013,11,85.22,51.75,68.47,83.8,81.5,1.11,1.22,1.5,0.86,1.41,0.51,46757.95,35560.08,46298.92,42602.72,29077.18,51496.96
2013-11-18,2013,11,83.51,50.98,67.56,80.95,81.5,1.11,1.22,1.5,0.86,1.41,0.51,46757.95,35560.08,46298.92,42602.72,29077.18,51496.96
2013-11-25,2013,11,82.33,,66.75,78.09,81.5,1.11,1.22,1.5,0.86,1.41,0.51,46757.95,35560.08,46298.92,42602.72,29077.18,51496.96
2013-12-02,2013,12,80.41,,66.22,75.3,81.5,1.11,1.22,1.5,0.86,1.41,0.51,46757.95,35560.08,46298.92,42602.72,29077.18,51496.96
2013-12-09,2013,12,77.96,,66.12,72.45,81.5,1.11,1.22,1.5,0.86,1.41,0.51,46757.95,35560.08,46298.92,42602.72,29077.18,51496.96
2013-12-16,2013,12,75.63,,66.62,69.88,81.14,1.11,1.22,1.5,0.86,1.41,0.51,46757.95,35560.08,46298.92,42602.72,29077.18,51496.96
2013-12-23,2013,12,,,66.72,67.38,,1.11,1.22,1.5,0.86,1.41,0.51,46757.95,35560.08,46298.92,42602.72,29077.18,51496.96
2013-12-30,2013,12,,,66.53,66.38,,1.11,1.22,1.5,0.86,1.41,0.51,46757.95,35560.08,46298.92,42602.72,29077.18,51496.96
2014-01-06,2014,1,,,67.03,65.62,,,,,,,,,,,,,
2014-01-13,2014,1,,,67.03,64.91,,,,,,,,,,,,,
2014-01-20,2014,1,,,67.17,64.38,,,,,,,,,,,,,
2014-01-27,2014,1,,,66.54,64.05,,0.67,0.66,1.16,0.66,0.52,0.32,47332.88,35563.3,47284.61,42868.91,29326.59,53928.85
2014-02-03,2014,2,,,65.3,63.76,,0.56,0.52,1.08,0.61,0.29,0.28,47476.61,35564.11,47531.03,42935.45,29388.95,54536.82
2014-02-10,2014,2,61.04,49.74,,63.38,78.86,0.45,0.38,0.99,0.56,0.07,0.23,47620.34,35564.92,47777.45,43002.0,29451.3,55144.79
2014-02-17,2014,2,62.69,49.76,63.68,62.95,78.71,0.34,0.24,0.91,0.51,-0.15,0.18,47764.07,35565.72,48023.87,43068.55,29513.65,55752.76
2014-02-24,2014,2,64.41,50.15,62.62,62.43,78.57,0.34,0.24,0.91,0.51,-0.15,0.18,47764.07,35565.72,48023.87,43068.55,29513.65,55752.76
2014-03-03,2014,3,65.14,50.59,61.66,61.86,78.43,0.34,0.24,0.91,0.51,-0.15,0.18,47764.07,35565.72,48023.87,43068.55,29513.65,55752.76
2014-03-10,2014,3,64.73,50.89,61.08,61.38,78.29,0.34,0.24,0.91,0.51,-0.15,0.18,47764.07,35565.72,48023.87,43068.55,29513.65,55752.76
2014-03-17,2014,3,64.35,51.02,60.83,61.24,78.14,0.34,0.24,0.91,0.51,-0.15,0.18,47764.07,35565.72,48023.87,43068.55,29513.65,55752.76
2014-03-24,2014,3,64.61,51.14,60.72,61.24,78.0,0.34,0.24,0.91,0.51,-0.15,0.18,47764.07,35565.72,48023.87,43068.55,29513.65,55752.76
