TIME,year,month,T#AT#beef_adults,T#BE#beef_adults,T#CZ#beef_adults,T#DE#beef_adults,T#DK#beef_adults,T#EE#beef_adults,T#EL#beef_adults,T#ES#beef_adults,T#FI#beef_adults,T#FR#beef_adults,T#IE#beef_adults,T#IT#beef_adults,T#LT#beef_adults,T#LU#beef_adults,T#LV#beef_adults,T#NL#beef_adults,T#PL#beef_adults,T#PT#beef_adults,T#RO#beef_adults,T#SE#beef_adults,T#SI#beef_adults,T#SK#beef_adults,C#BEL#inflazione,C#ITA#inflazione,C#DEU#inflazione,C#FRA#inflazione,C#ESP#inflazione,C#IRL#inflazione,C#BEL#gdp,C#ITA#gdp,C#DEU#gdp,C#FRA#gdp,C#ESP#gdp,C#IRL#gdp
2013-12-02,2013,12,370.32,339.12,306.48,374.04,390.91,298.67,436.17,378.02,396.61,384.34,390.31,410.58,270.68,385.78,230.35,324.93,305.74,368.28,252.54,375.47,342.93,312.63,1.11,1.22,1.5,0.86,1.41,0.51,46757.95,35560.08,46298.92,42602.72,29077.18,51496.96
2013-12-09,2013,12,371.37,338.45,304.13,374.43,391.15,301.67,435.28,379.88,396.48,385.24,389.58,412.83,275.34,385.34,230.31,323.36,305.03,368.18,254.27,371.39,341.18,312.7,1.11,1.22,1.5,0.86,1.41,0.51,46757.95,35560.08,46298.92,42602.72,29077.18,51496.96
2013-12-16,2013,12,372.83,338.01,301.78,374.86,391.26,300.9,434.18,,397.02,385.77,388.78,415.02,277.7,385.28,232.34,324.11,304.43,368.14,252.91,370.18,339.82,310.79,1.11,1.22,1.5,0.86,1.41,0.51,46757.95,35560.08,46298.92,42602.72,29077.18,51496.96
2013-12-23,2013,12,374.64,337.79,300.39,375.2,390.04,,434.04,,396.63,386.25,388.91,418.05,280.75,384.64,234.79,323.87,306.01,367.98,255.03,367.08,339.36,306.76,1.11,1.22,1.5,0.86,1.41,0.51,46757.95,35560.08,46298.92,42602.72,29077.18,51496.96
2013-12-30,2013,12,376.2,337.64,300.24,376.27,390.06,,431.86,385.51,395.44,386.91,388.86,419.82,283.0,384.27,224.56,321.32,307.13,367.8,250.34,365.41,340.44,,1.11,1.22,1.5,0.86,1.41,0.51,46757.95,35560.08,46298.92,42602.72,29077.18,51496.96
2014-01-06,2014,1,377.17,337.63,300.76,377.06,390.41,,432.21,386.27,397.82,387.91,388.83,421.94,280.42,383.84,225.44,324.35,307.06,367.89,249.87,364.11,342.27,,,,,,,,,,,,,
2014-01-13,2014,1,377.7,337.66,301.33,377.65,389.93,,432.34,387.91,398.34,388.9,388.62,424.39,280.41,384.31,229.19,324.06,307.96,368.36,257.36,365.68,344.02,,,,,,,,,,,,,
2014-01-20,2014,1,377.97,337.27,303.0,378.11,389.31,,432.54,389.64,399.88,389.52,388.71,426.39,280.37,384.29,232.42,321.1,308.66,369.06,263.81,366.06,345.36,,,,,,,,,,,,,
2014-01-27,2014,1,377.7,336.73,304.28,378.64,389.49,,432.85,389.9,401.31,389.62,388.83,427.77,278.83,384.71,229.53,322.01,310.49,,268.43,366.22,345.78,,0.67,0.66,1.16,0.66,0.52,0.32,47332.88,35563.3,47284.61,42868.91,29326.59,53928.85
2014-02-03,2014,2,376.96,336.11,305.75,379.35,389.59,,434.18,391.0,402.81,389.45,389.04,429.16,279.4,384.52,227.51,320.96,312.33,,271.63,368.67,346.38,,0.56,0.52,1.08,0.61,0.29,0.28,47476.61,35564.11,47531.03,42935.45,29388.95,54536.82
2014-02-10,2014,2,375.9,335.39,307.23,380.12,390.57,304.49,433.94,391.12,403.26,389.43,388.21,430.39,277.68,384.84,230.96,321.25,311.86,371.13,270.45,372.85,346.09,,0.45,0.38,0.99,0.56,0.07,0.23,47620.34,35564.92,47777.45,43002.0,29451.3,55144.79
2014-02-17,2014,2,374.73,334.49,309.43,379.5,390.5,304.06,436.96,391.88,403.89,389.65,,431.24,277.15,385.72,242.88,326.69,310.84,372.34,272.04,373.61,344.44,306.53,0.34,0.24,0.91,0.51,-0.15,0.18,47764.07,35565.72,48023.87,43068.55,29513.65,55752.76
2014-02-24,2014,2,373.83,333.92,310.87,378.68,390.5,296.18,436.56,393.4,404.39,389.81,,430.83,277.4,384.0,243.57,326.46,309.77,373.45,277.55,377.99,343.04,308.8,0.34,0.24,0.91,0.51,-0.15,0.18,47764.07,35565.72,48023.87,43068.55,29513.65,55752.76
2014-03-03,2014,3,372.44,333.35,312.21,377.99,391.23,293.74,435.28,393.59,404.74,389.8,386.17,429.53,277.56,383.68,246.55,329.4,307.63,374.28,278.08,378.54,341.17,306.97,0.34,0.24,0.91,0.51,-0.15,0.18,47764.07,35565.72,48023.87,43068.55,29513.65,55752.76
2014-03-10,2014,3,371.13,333.46,313.11,377.61,392.05,291.29,432.88,392.9,406.01,389.73,385.16,427.31,276.38,383.84,245.14,333.31,305.32,375.09,277.14,379.77,339.29,305.91,0.34,0.24,0.91,0.51,-0.15,0.18,47764.07,35565.72,48023.87,43068.55,29513.65,55752.76
2014-03-17,2014,3,370.37,333.86,313.77,377.13,392.26,287.14,431.94,393.48,406.25,389.46,384.11,424.73,275.95,383.37,249.22,334.96,303.34,375.99,274.11,378.9,337.81,305.2,0.34,0.24,0.91,0.51,-0.15,0.18,47764.07,35565.72,48023.87,43068.55,29513.65,55752.76
2014-03-24,2014,3,369.72,334.25,314.39,376.08,392.54,283.66,430.42,393.3,405.11,388.92,382.87,421.43,273.8,383.61,248.59,337.2,301.68,377.02,270.12,377.11,335.74,303.82,0.34,0.24,0.91,0.51,-0.15,0.18,47764.07,35565.72,48023.87,43068.55,29513.65,55752.76
2014-03-31,2014,3,368.52,334.55,315.01,374.23,394.49,287.13,428.54,393.44,404.9,,381.99,418.02,271.31,383.92,243.11,337.26,300.43,377.78,269.01,372.42,334.15,303.56,0.34,0.24,0.91,0.51,-0.15,0.18,47764.07,35565.72,48023.87,43068.55,29513.65,55752.76
2014-04-07,2014,4,366.91,335.1,314.67,371.63,396.0,284.56,427.52,392.36,405.64,,381.08,414.77,270.18,382.41,237.94,335.21,300.07,378.16,269.37,372.36,333.28,308.64,0.34,0.24,0.91,0.51,-0.15,0.18,47764.07,35565.72,48023.87,43068.55,29513.65,55752.76
2014-04-14,2014,4,364.43,335.84,314.4,369.16,396.43,287.99,425.8,391.16,405.79,,380.57,411.95,268.57,383.45,236.29,334.34,299.98,378.15,266.7,368.68,332.0,307.42,0.34,0.24,0.91,0.51,-0.15,0.18,47764.07,35565.72,48023.87,43068.55,29513.65,55752.76
2014-04-21,2014,4,362.47,336.37,314.37,366.7,396.93,288.02,427.55,390.54,404.29,384.69,380.31,408.83,267.15,383.11,235.99,333.1,300.89,378.78,269.09,365.68,331.38,308.85,0.34,0.24,0.91,0.51,-0.15,0.18,47764.07,35565.72,48023.87,43068.55,29513.65,55752.76
2014-04-28,2014,4,360.13,336.66,314.16,364.24,397.65,286.78,429.18,388.78,403.47,384.19,380.21,406.38,266.37,382.77,233.58,336.71,302.25,379.17,268.88,361.55,331.35,309.94,0.34,0.24,0.91,0.51,-0.15,0.18,47764.07,35565.72,48023.87,43068.55,29513.65,55752.76
2014-05-05,2014,5,357.83,336.67,313.73,361.86,397.94,291.09,429.42,385.87,401.8,383.98,380.5,403.49,265.36,382.57,222.13,337.74,302.14,379.23,268.89,359.53,331.65,309.27,0.34,0.24,0.91,0.51,-0.15,0.18,47764.07,35565.72,48023.87,43068.55,29513.65,55752.76
2014-05-12,2014,5,355.61,336.67,313.39,359.83,398.27,290.8,430.81,383.34,401.35,383.64,381.09,400.94,266.67,382.42,225.99,337.44,301.67,378.97,270.17,357.56,332.36,311.16,0.34,0.24,0.91,0.51,-0.15,0.18,47764.07,35565.72,48023.87,43068.55,29513.65,55752.76
2014-05-19,2014,5,353.95,336.71,313.2,358.06,397.35,,432.44,380.96,400.96,383.22,381.54,398.05,268.54,381.68,226.12,339.67,300.95,379.0,269.6,359.11,332.87,310.57,0.34,0.24,0.91,0.51,-0.15,0.18,47764.07,35565.72,48023.87,43068.55,29513.65,55752.76
2014-05-26,2014,5,352.51,336.69,313.08,356.68,396.74,,432.93,379.13,400.69,382.6,382.14,394.89,267.46,,227.39,342.61,300.75,379.14,271.87,356.86,333.07,308.65,0.34,0.24,0.91,0.51,-0.15,0.18,47764.07,35565.72,48023.87,43068.55,29513.65,55752.76
2014-06-02,2014,6,351.73,336.54,313.04,355.24,396.88,,434.0,377.14,399.82,381.57,381.98,392.58,270.99,,226.34,345.62,301.25,379.39,275.12,356.5,333.81,307.86,0.34,0.24,0.91,0.51,-0.15,0.18,47764.07,35565.72,48023.87,43068.55,29513.65,55752.76
2014-06-09,2014,6,350.87,336.42,313.04,353.89,396.35,,433.34,374.38,400.0,380.21,380.55,389.84,271.25,370.49,222.44,348.09,301.58,378.73,273.43,354.82,334.0,307.59,0.34,0.24,0.91,0.51,-0.15,0.18,47764.07,35565.72,48023.87,43068.55,29513.65,55752.76
2014-06-16,2014,6,350.6,336.36,312.84,352.44,395.88,,433.41,372.52,398.26,378.69,378.4,387.01,271.81,370.29,224.01,346.91,301.68,377.9,278.44,356.24,333.84,304.35,0.34,0.24,0.91,0.51,-0.15,0.18,47764.07,35565.72,48023.87,43068.55,29513.65,55752.76
2014-06-23,2014,6,350.21,336.42,313.25,351.08,395.2,,435.42,371.97,398.65,377.0,,385.07,272.28,369.95,233.04,345.92,302.24,377.39,283.1,354.53,333.03,304.27,0.34,0.24,0.91,0.51,-0.15,0.18,47764.07,35565.72,48023.87,43068.55,29513.65,55752.76
2014-06-30,2014,6,349.66,336.38,313.03,349.63,393.78,,435.64,371.18,398.2,375.42,,384.04,271.24,369.13,229.85,345.28,302.54,376.9,287.87,353.61,332.93,305.6,0.34,0.24,0.91,0.51,-0.15,0.18,47764.07,35565.72,48023.87,43068.55,29513.65,55752.76
2014-07-07,2014,7,349.16,336.38,312.83,348.53,391.16,,435.87,370.45,397.28,374.39,368.6,382.16,271.48,368.23,222.83,344.35,302.78,376.24,284.36,349.72,332.4,305.96,0.34,0.24,0.91,0.51,-0.15,0.18,47764.07,35565.72,48023.87,43068.55,29513.65,55752.76
2014-07-14,2014,7,348.85,336.45,312.99,348.4,387.87,,436.41,369.37,396.13,373.63,365.72,381.85,274.59,377.3,222.61,342.47,302.29,375.51,283.77,348.74,332.03,306.46,0.34,0.24,0.91,0.51,-0.15,0.18,47764.07,35565.72,48023.87,43068.55,29513.65,55752.76
2014-07-21,2014,7,348.89,336.57,312.52,348.22,385.44,,435.73,367.91,396.17,373.26,363.98,381.33,272.23,376.19,219.68,338.7,302.0,374.77,284.73,351.49,331.96,308.35,0.34,0.24,0.91,0.51,-0.15,0.18,47764.07,35565.72,48023.87,43068.55,29513.65,55752.76
2014-07-28,2014,7,348.89,336.36,312.36,348.2,383.53,,436.72,367.36,396.2,373.35,363.1,381.97,273.05,375.94,219.52,335.73,301.3,373.97,281.34,355.74,331.57,308.45,0.34,0.24,0.91,0.51,-0.15,0.18,47764.07,35565.72,48023.87,43068.55,29513.65,55752.76
2014-08-04,2014,8,348.68,336.28,,348.29,380.95,,437.52,366.78,398.36,373.57,362.69,382.95,272.87,374.54,218.83,335.66,300.69,373.4,276.03,357.44,332.82,310.75,0.34,0.24,0.91,0.51,-0.15,0.18,47764.07,35565.72,48023.87,43068.55,29513.65,55752.76
2014-08-11,2014,8,348.59,336.22,,348.12,379.4,,434.98,365.44,398.31,374.17,362.53,384.76,270.43,371.6,215.55,336.18,300.3,372.88,272.42,363.01,333.83,310.87,0.34,0.24,0.91,0.51,-0.15,0.18,47764.07,35565.72,48023.87,43068.55,29513.65,55752.76
2014-08-18,2014,8,349.15,336.37,310.01,348.21,377.99,,435.02,364.86,399.38,374.85,361.77,386.57,,370.77,210.95,333.7,300.03,372.35,272.58,363.15,333.77,309.35,0.34,0.24,0.91,0.51,-0.15,0.18,47764.07,35565.72,48023.87,43068.55,29513.65,55752.76
2014-08-25,2014,8,349.64,336.6,309.33,348.65,377.78,,435.36,364.13,400.64,375.19,360.73,388.96,,369.88,214.22,332.17,299.76,371.76,276.1,365.53,335.05,309.5,0.34,0.24,0.91,0.51,-0.15,0.18,47764.07,35565.72,48023.87,43068.55,29513.65,55752.76
2014-09-01,2014,9,351.0,336.52,308.34,349.09,378.28,,433.94,363.74,401.31,375.48,359.2,390.92,,369.13,211.65,331.29,299.94,371.19,277.92,367.09,335.16,310.61,0.34,0.24,0.91,0.51,-0.15,0.18,47764.07,35565.72,48023.87,43068.55,29513.65,55752.76
2014-09-08,2014,9,352.11,335.95,308.18,350.1,378.33,,435.63,363.73,398.11,375.36,357.17,393.55,250.91,369.28,215.73,332.99,300.19,370.74,277.27,368.91,336.28,312.34,0.34,0.24,0.91,0.51,-0.15,0.18,47764.07,35565.72,48023.87,43068.55,29513.65,55752.76
2014-09-15,2014,9,,336.05,308.0,351.34,377.81,,434.29,363.72,397.65,374.81,355.45,394.45,247.78,368.25,212.46,334.15,300.67,370.43,278.04,371.81,338.28,314.36,0.34,0.24,0.91,0.51,-0.15,0.18,47764.07,35565.72,48023.87,43068.55,29513.65,55752.76
2014-09-22,2014,9,355.2,335.9,308.67,352.68,378.03,,434.51,364.28,395.06,374.24,353.9,395.03,243.87,367.81,206.09,334.43,301.14,370.51,279.99,372.98,338.82,313.62,0.34,0.24,0.91,0.51,-0.15,0.18,47764.07,35565.72,48023.87,43068.55,29513.65,55752.76
2014-09-29,2014,9,356.97,335.46,309.52,354.17,377.22,,436.02,365.01,394.96,373.41,353.02,393.57,243.88,369.51,202.96,330.53,301.39,370.41,278.15,373.0,340.24,316.28,0.34,0.24,0.91,0.51,-0.15,0.18,47764.07,35565.72,48023.87,43068.55,29513.65,55752.76
2014-10-06,2014,10,358.18,334.88,310.97,355.19,376.82,,436.41,364.71,392.08,371.96,353.03,392.02,245.01,369.47,204.63,333.49,301.24,370.57,274.54,378.47,341.68,316.85,0.34,0.24,0.91,0.51,-0.15,0.18,47764.07,35565.72,48023.87,43068.55,29513.65,55752.76
2014-10-13,2014,10,359.46,334.24,311.34,355.92,376.14,,437.36,364.62,390.32,370.25,353.58,389.9,247.64,369.62,201.44,330.46,300.57,370.65,274.16,383.87,341.53,316.69,0.34,0.24,0.91,0.51,-0.15,0.18,47764.07,35565.72,48023.87,43068.55,29513.65,55752.76
2014-10-20,2014,10,360.52,333.6,311.82,356.17,375.69,,437.67,364.87,387.9,368.52,354.25,387.41,247.93,369.29,196.87,327.91,299.19,370.86,276.34,388.92,343.95,315.24,0.34,0.24,0.91,0.51,-0.15,0.18,47764.07,35565.72,48023.87,43068.55,29513.65,55752.76
2014-10-27,2014,10,361.81,333.24,311.83,356.2,375.2,,436.4,364.65,390.19,367.17,355.13,384.35,244.89,369.07,192.07,325.03,297.76,371.01,274.59,391.15,343.88,313.08,0.34,0.24,0.91,0.51,-0.15,0.18,47764.07,35565.72,48023.87,43068.55,29513.65,55752.76
2014-11-03,2014,11,363.14,332.76,312.07,356.28,375.05,,436.85,364.37,388.92,366.07,356.25,382.79,244.27,369.15,189.66,321.72,296.26,371.15,272.99,388.63,343.69,313.76,0.34,0.24,0.91,0.51,-0.15,0.18,47764.07,35565.72,48023.87,43068.55,29513.65,55752.76
2014-11-10,2014,11,364.78,332.54,312.17,356.87,374.45,,436.1,363.63,388.86,365.27,358.38,381.82,247.31,369.33,187.27,316.52,295.31,370.42,272.38,389.24,343.22,314.6,0.34,0.24,0.91,0.51,-0.15,0.18,47764.07,35565.72,48023.87,43068.55,29513.65,55752.76
2014-11-17,2014,11,366.97,332.46,311.91,358.31,374.55,,435.09,363.25,387.49,364.7,360.89,382.4,247.39,369.02,192.09,315.34,294.76,370.09,271.92,388.73,342.79,312.0,0.34,0.24,0.91,0.51,-0.15,0.18,47764.07,35565.72,48023.87,43068.55,29513.65,55752.76
2014-11-24,2014,11,369.3,332.52,311.59,360.25,375.19,,434.23,363.1,388.41,364.97,364.0,383.44,248.71,369.01,188.86,313.25,295.03,369.66,268.61,385.87,343.06,310.99,0.34,0.24,0.91,0.51,-0.15,0.18,47764.07,35565.72,48023.87,43068.55,29513.65,55752.76
2014-12-01,2014,12,372.34,332.34,312.0,362.3,375.88,,434.65,362.84,388.9,366.09,367.25,385.59,249.19,368.92,189.92,314.34,296.47,369.29,268.03,383.7,344.62,311.69,0.34,0.24,0.91,0.51,-0.15,0.18,47764.07,35565.72,48023.87,43068.55,29513.65,55752.76
2014-12-08,2014,12,374.87,332.28,312.67,364.48,376.17,,434.33,362.52,391.49,367.52,370.71,387.94,254.36,369.89,193.25,314.85,298.27,368.71,261.72,381.05,344.7,313.07,0.34,0.24,0.91,0.51,-0.15,0.18,47764.07,35565.72,48023.87,43068.55,29513.65,55752.76
2014-12-15,2014,12,377.28,332.25,313.55,367.77,377.04,297.2,433.01,362.87,390.98,369.04,374.24,390.6,257.78,369.83,194.47,317.33,299.53,368.24,266.83,378.12,345.74,312.86,0.34,0.24,0.91,0.51,-0.15,0.18,47764.07,35565.72,48023.87,43068.55,29513.65,55752.76
2014-12-22,2014,12,379.65,332.17,313.73,371.44,,295.89,432.58,363.29,391.83,370.71,378.13,393.12,260.55,371.2,193.38,315.72,301.91,368.11,269.02,373.4,346.74,311.34,0.34,0.24,0.91,0.51,-0.15,0.18,47764.07,35565.72,48023.87,43068.55,29513.65,55752.76
2014-12-29,2014,12,381.77,331.9,313.95,374.5,,,434.42,363.89,390.87,372.09,381.64,395.42,,372.12,197.54,315.06,304.87,368.04,265.32,371.39,,310.0,0.34,0.24,0.91,0.51,-0.15,0.18,47764.07,35565.72,48023.87,43068.55,29513.65,55752.76
2015-01-05,2015,1,383.22,331.88,314.29,377.03,,,435.77,364.01,391.57,373.54,384.63,396.89,,372.7,196.5,315.06,305.88,367.54,265.33,370.16,351.78,313.05,,,,,,,,,,,,
2015-01-12,2015,1,384.69,331.84,313.89,379.05,,,436.09,364.87,391.09,374.65,387.48,398.39,,373.37,198.13,313.97,306.5,367.32,269.51,371.89,354.06,314.93,,,,,,,,,,,,
2015-01-19,2015,1,385.31,332.03,314.92,380.7,,,434.25,365.84,391.43,375.16,390.69,399.32,,373.91,199.9,313.23,306.8,367.01,268.17,370.44,355.36,315.31,,,,,,,,,,,,
2015-01-26,2015,1,385.42,332.56,315.43,382.4,,,433.27,367.17,391.28,375.23,394.38,400.26,,374.05,208.33,314.18,308.34,366.58,269.76,371.6,354.9,313.61,0.47,0.13,0.68,0.24,-0.35,-0.09,43903.63,32523.82,44069.23,39402.48,27365.49,59425.05
2015-02-02,2015,2,385.64,333.64,316.24,383.4,,,434.55,368.54,392.42,375.18,398.17,400.57,,373.1,209.69,316.49,311.17,366.89,265.19,372.32,355.7,315.71,0.5,0.1,0.63,0.17,-0.4,-0.15,42938.52,31763.34,43080.57,38485.96,26828.44,60343.12
2015-02-09,2015,2,385.48,,317.09,384.32,374.92,,434.86,369.61,392.1,375.12,401.3,401.21,,372.63,216.6,,313.0,367.08,261.21,377.33,356.17,316.74,0.53,0.07,0.57,0.1,-0.45,-0.22,41973.41,31002.86,42091.92,37569.44,26291.4,61261.19
2015-02-16,2015,2,385.62,,318.16,385.67,375.45,293.97,431.56,370.77,393.29,374.91,403.88,401.36,272.97,372.66,219.1,,313.65,367.78,265.58,376.94,354.59,318.41,0.56,0.04,0.51,0.04,-0.5,-0.29,41008.3,30242.39,41103.26,36652.92,25754.36,62179.26
2015-02-23,2015,2,386.32,338.37,319.34,386.88,376.1,,431.3,372.51,392.3,374.52,405.93,402.1,271.68,372.68,222.52,330.42,316.02,368.91,264.66,379.74,355.65,316.44,0.56,0.04,0.51,0.04,-0.5,-0.29,41008.3,30242.39,41103.26,36652.92,25754.36,62179.26
2015-03-02,2015,3,386.93,340.32,321.44,388.17,376.61,,431.33,373.29,393.78,374.33,407.18,402.23,273.33,372.28,225.79,334.0,318.31,369.74,261.97,384.42,355.52,314.73,0.56,0.04,0.51,0.04,-0.5,-0.29,41008.3,30242.39,41103.26,36652.92,25754.36,62179.26
2015-03-09,2015,3,387.6,342.44,322.58,388.84,376.92,,431.1,373.98,394.38,374.22,407.68,402.14,272.04,373.42,229.22,340.39,320.37,370.48,264.33,389.78,355.26,313.91,0.56,0.04,0.51,0.04,-0.5,-0.29,41008.3,30242.39,41103.26,36652.92,25754.36,62179.26
2015-03-16,2015,3,388.3,344.27,323.84,388.35,377.83,,432.65,374.31,394.62,374.19,407.5,402.69,272.59,373.87,225.85,344.3,321.49,371.46,265.37,394.42,355.99,315.1,0.56,0.04,0.51,0.04,-0.5,-0.29,41008.3,30242.39,41103.26,36652.92,25754.36,62179.26
2015-03-23,2015,3,388.47,345.55,324.74,387.46,378.84,,431.55,374.22,394.67,374.27,407.3,403.31,272.33,376.07,227.87,346.74,320.96,371.69,268.94,395.23,356.28,314.25,0.56,0.04,0.51,0.04,-0.5,-0.29,41008.3,30242.39,41103.26,36652.92,25754.36,62179.26
2015-03-30,2015,3,388.75,347.23,325.64,385.84,379.06,,433.58,373.75,393.77,374.09,407.38,403.66,271.98,376.87,230.98,345.61,320.36,371.33,272.67,395.84,355.95,312.97,0.56,0.04,0.51,0.04,-0.5,-0.29,41008.3,30242.39,41103.26,36652.92,25754.36,62179.26
2015-04-06,2015,4,388.06,348.36,326.15,383.85,379.72,,436.8,373.63,394.37,373.84,407.72,404.87,272.98,376.01,232.21,348.43,320.24,370.96,270.25,398.76,355.95,312.67,0.56,0.04,0.51,0.04,-0.5,-0.29,41008.3,30242.39,41103.26,36652.92,25754.36,62179.26
2015-04-13,2015,4,386.32,349.19,327.04,381.64,380.16,,437.33,373.24,394.78,373.34,408.53,404.85,272.97,376.64,228.7,349.94,320.2,370.43,272.37,401.27,354.72,313.44,0.56,0.04,0.51,0.04,-0.5,-0.29,41008.3,30242.39,41103.26,36652.92,25754.36,62179.26
2015-04-20,2015,4,383.97,349.85,327.09,379.02,375.63,,436.5,373.68,393.2,372.55,409.59,404.45,273.0,377.98,231.09,350.59,320.33,369.68,276.22,399.32,353.18,315.3,0.56,0.04,0.51,0.04,-0.5,-0.29,41008.3,30242.39,41103.26,36652.92,25754.36,62179.26
2015-04-27,2015,4,381.46,350.28,326.94,377.25,377.3,,435.94,374.21,391.5,,410.56,404.0,273.55,378.16,232.14,348.89,320.32,368.91,276.01,398.67,,316.9,0.56,0.04,0.51,0.04,-0.5,-0.29,41008.3,30242.39,41103.26,36652.92,25754.36,62179.26
2015-05-04,2015,5,379.29,350.73,326.8,376.17,378.07,,436.04,373.83,390.64,371.03,411.23,402.46,274.6,378.42,230.81,349.02,320.05,368.06,276.2,402.96,,318.34,0.56,0.04,0.51,0.04,-0.5,-0.29,41008.3,30242.39,41103.26,36652.92,25754.36,62179.26
2015-05-11,2015,5,377.22,351.15,326.67,374.38,379.16,,436.14,373.77,388.41,370.5,411.1,400.64,273.74,377.93,228.53,346.46,320.09,367.12,273.95,407.72,346.74,318.08,0.56,0.04,0.51,0.04,-0.5,-0.29,41008.3,30242.39,41103.26,36652.92,25754.36,62179.26
2015-05-18,2015,5,375.03,351.07,326.69,372.58,379.82,,436.53,373.92,389.31,370.1,410.69,398.65,,375.95,227.91,345.88,321.45,366.57,274.11,414.12,344.68,319.92,0.56,0.04,0.51,0.04,-0.5,-0.29,41008.3,30242.39,41103.26,36652.92,25754.36,62179.26
2015-05-25,2015,5,373.11,350.91,326.72,370.73,379.98,,434.92,372.89,388.82,370.14,410.46,396.06,276.37,376.77,227.09,346.23,321.23,365.43,271.89,422.04,342.56,320.07,0.56,0.04,0.51,0.04,-0.5,-0.29,41008.3,30242.39,41103.26,36652.92,25754.36,62179.26
2015-06-01,2015,6,371.48,350.91,326.22,369.1,380.64,,431.93,,388.74,370.45,410.86,394.06,276.52,376.3,230.32,346.4,321.29,364.08,270.07,425.85,342.15,321.13,0.56,0.04,0.51,0.04,-0.5,-0.29,41008.3,30242.39,41103.26,36652.92,25754.36,62179.26
2015-06-08,2015,6,370.47,350.81,326.37,368.26,,,432.84,,389.65,371.03,411.9,391.9,277.45,375.35,227.63,347.79,320.73,362.93,262.49,433.11,340.83,321.05,0.56,0.04,0.51,0.04,-0.5,-0.29,41008.3,30242.39,41103.26,36652.92,25754.36,62179.26
2015-06-15,2015,6,369.61,350.97,326.28,367.85,,,433.79,,389.89,371.98,413.0,389.7,277.84,374.43,226.7,348.27,320.33,361.54,263.83,438.64,341.59,320.25,0.56,0.04,0.51,0.04,-0.5,-0.29,41008.3,30242.39,41103.26,36652.92,25754.36,62179.26
2015-06-22,2015,6,368.76,351.25,326.46,368.14,386.44,,433.95,367.13,389.31,372.96,414.49,387.53,279.77,373.89,228.47,346.84,320.28,360.2,261.86,437.09,341.11,319.08,0.56,0.04,0.51,0.04,-0.5,-0.29,41008.3,30242.39,41103.26,36652.92,25754.36,62179.26
2015-06-29,2015,6,368.23,351.15,326.44,368.48,386.42,,436.49,366.45,388.78,374.06,416.59,385.75,280.92,373.81,231.17,345.37,319.48,359.02,259.84,438.35,340.39,319.42,0.56,0.04,0.51,0.04,-0.5,-0.29,41008.3,30242.39,41103.26,36652.92,25754.36,62179.26
2015-07-06,2015,7,367.56,351.1,326.66,368.13,385.61,,435.06,366.72,388.4,375.42,418.6,384.75,278.44,375.34,224.78,345.39,,357.83,255.81,436.42,340.54,319.45,0.56,0.04,0.51,0.04,-0.5,-0.29,41008.3,30242.39,41103.26,36652.92,25754.36,62179.26
2015-07-13,2015,7,366.71,351.03,326.79,367.67,384.24,,434.56,366.81,386.02,376.73,420.44,383.99,276.62,374.51,227.01,341.22,,357.06,256.12,433.41,340.08,321.01,0.56,0.04,0.51,0.04,-0.5,-0.29,41008.3,30242.39,41103.26,36652.92,25754.36,62179.26
2015-07-20,2015,7,366.33,350.86,326.93,366.78,382.69,,435.55,366.44,,378.15,421.68,383.58,277.56,374.35,,,,356.35,252.31,432.86,338.7,321.37,0.56,0.04,0.51,0.04,-0.5,-0.29,41008.3,30242.39,41103.26,36652.92,25754.36,62179.26
2015-07-27,2015,7,365.98,350.68,326.89,366.06,380.65,,436.83,367.07,,379.45,421.99,383.75,273.41,374.01,,,310.63,355.54,255.77,430.44,338.28,321.63,0.56,0.04,0.51,0.04,-0.5,-0.29,41008.3,30242.39,41103.26,36652.92,25754.36,62179.26
2015-08-03,2015,8,365.81,350.56,326.77,366.09,379.81,,437.84,366.35,381.02,380.77,421.25,384.34,,373.11,214.0,333.58,309.33,355.47,257.27,427.21,337.42,321.07,0.56,0.04,0.51,0.04,-0.5,-0.29,41008.3,30242.39,41103.26,36652.92,25754.36,62179.26
2015-08-10,2015,8,365.92,350.34,325.76,366.05,379.37,,438.54,366.78,379.65,382.1,419.35,385.72,,372.62,210.26,330.65,308.07,355.31,254.02,425.45,337.28,321.32,0.56,0.04,0.51,0.04,-0.5,-0.29,41008.3,30242.39,41103.26,36652.92,25754.36,62179.26
2015-08-17,2015,8,366.22,350.6,324.97,366.54,379.45,,438.17,366.97,379.9,383.0,416.57,387.03,261.65,372.17,205.68,329.5,307.61,354.64,253.0,424.71,337.82,321.77,0.56,0.04,0.51,0.04,-0.5,-0.29,41008.3,30242.39,41103.26,36652.92,25754.36,62179.26
2015-08-24,2015,8,366.67,350.75,,367.93,380.72,,436.99,366.54,378.4,383.48,413.12,387.75,257.91,371.47,210.08,329.7,307.85,354.18,255.35,425.04,338.76,321.05,0.56,0.04,0.51,0.04,-0.5,-0.29,41008.3,30242.39,41103.26,36652.92,25754.36,62179.26
2015-08-31,2015,8,367.8,350.91,322.44,369.6,382.47,,436.11,367.31,379.81,383.49,409.03,388.82,259.66,371.5,204.34,333.19,308.03,353.6,257.61,425.78,339.15,319.05,0.56,0.04,0.51,0.04,-0.5,-0.29,41008.3,30242.39,41103.26,36652.92,25754.36,62179.26
